insuranceId:ID(InsurancePlan),source_db,plan_number,plan_name,plan_type,carrier_name,:LABEL
RADE:106228,RADE,106228,MOLINA TPA,TPA,MOLINA,InsurancePlan
RASFA:106229,RASFA,106229,CIGNA TPA,TPA,CIGNA,InsurancePlan
NRA:106237,NRA,106237,MOLINA POS,POS,MOLINA,InsurancePlan
ACR:106238,ACR,106238,BCBS COMM,COMM,BCBS,InsurancePlan
ESR:106242,ESR,106242,TRICARE PPO,PPO,TRICARE,InsurancePlan
PMR:106251,PMR,106251,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
WRAD:106260,WRAD,106260,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADS2:106262,RADS2,106262,AETNA PPO,PPO,AETNA,InsurancePlan
SAPA:106266,SAPA,106266,COVENTRY COMM,COMM,COVENTRY,InsurancePlan
RADQ:106271,RADQ,106271,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADM:106272,RADM,106272,BCBS EPO,EPO,BCBS,InsurancePlan
RADO:106279,RADO,106279,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADI:106287,RADI,106287,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
NRAA:106288,NRAA,106288,MAGELLAN INDEMNITY,INDEMNITY,MAGELLAN,InsurancePlan
TRI:106294,TRI,106294,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADQ:106300,RADQ,106300,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
IAI:106308,IAI,106308,TRICARE TPA,TPA,TRICARE,InsurancePlan
RASFA:106314,RASFA,106314,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
WRAD:106318,WRAD,106318,MAGELLAN MCRASSIGN,MCRASSIGN,MAGELLAN,InsurancePlan
RADU:106319,RADU,106319,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADS:106325,RADS,106325,COVENTRY POS,POS,COVENTRY,InsurancePlan
RADL:106332,RADL,106332,AETNA EPO,EPO,AETNA,InsurancePlan
RADL:106335,RADL,106335,MEDICAID POS,POS,MEDICAID,InsurancePlan
RADJ:106336,RADJ,106336,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
ACR:106340,ACR,106340,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
ACR:106344,ACR,106344,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADS2:106351,RADS2,106351,CIGNA POS,POS,CIGNA,InsurancePlan
RADJ:106354,RADJ,106354,AETNA TPA,TPA,AETNA,InsurancePlan
RADU:106356,RADU,106356,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADS2:106358,RADS2,106358,MOLINA HDHP,HDHP,MOLINA,InsurancePlan
SMED:106359,SMED,106359,UNITED POS,POS,UNITED,InsurancePlan
RADH:106365,RADH,106365,TRICARE TPA,TPA,TRICARE,InsurancePlan
PXP:106371,PXP,106371,AETNA HMO,HMO,AETNA,InsurancePlan
RADY:106378,RADY,106378,WELLCARE MCRASSIGN,MCRASSIGN,WELLCARE,InsurancePlan
RADY:106384,RADY,106384,AETNA EPO,EPO,AETNA,InsurancePlan
RADR:106391,RADR,106391,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADJ:106398,RADJ,106398,BCBS TPA,TPA,BCBS,InsurancePlan
ACRB:106403,ACRB,106403,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADT:106406,RADT,106406,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
IAI:106414,IAI,106414,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADX:106415,RADX,106415,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
RADL:106417,RADL,106417,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADS:106419,RADS,106419,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADU:106421,RADU,106421,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADX:106430,RADX,106430,UNITED HMO,HMO,UNITED,InsurancePlan
RADK:106438,RADK,106438,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADF:106444,RADF,106444,MAGELLAN MCRASSIGN,MCRASSIGN,MAGELLAN,InsurancePlan
GSIA:106447,GSIA,106447,CENTENE TPA,TPA,CENTENE,InsurancePlan
PXP:106451,PXP,106451,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
NRA:106454,NRA,106454,OSCAR PPO,PPO,OSCAR,InsurancePlan
RADZ:106463,RADZ,106463,MAGELLAN HDHP,HDHP,MAGELLAN,InsurancePlan
RADG:106469,RADG,106469,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADL:106477,RADL,106477,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADY:106484,RADY,106484,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
WRAD:106488,WRAD,106488,AETNA EPO,EPO,AETNA,InsurancePlan
RADI:106489,RADI,106489,UNITED HDHP,HDHP,UNITED,InsurancePlan
WRAD:106492,WRAD,106492,HUMANA PPO,PPO,HUMANA,InsurancePlan
RASFA:106495,RASFA,106495,COMMERCIAL PPO,PPO,COMMERCIAL,InsurancePlan
GRH:106497,GRH,106497,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADA:106498,RADA,106498,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
PMR:106504,PMR,106504,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
GSIA:106506,GSIA,106506,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
TRI:106510,TRI,106510,UNITED TPA,TPA,UNITED,InsurancePlan
RADL:106514,RADL,106514,UNITED PPO,PPO,UNITED,InsurancePlan
IAI:106517,IAI,106517,AETNA PPO,PPO,AETNA,InsurancePlan
RADA:106518,RADA,106518,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADX:106525,RADX,106525,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADO:106531,RADO,106531,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADM:106535,RADM,106535,CIGNA POS,POS,CIGNA,InsurancePlan
CRC:106544,CRC,106544,BCBS HDHP,HDHP,BCBS,InsurancePlan
SMED:106550,SMED,106550,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADS:106558,RADS,106558,CIGNA TPA,TPA,CIGNA,InsurancePlan
ESR:106561,ESR,106561,CIGNA POS,POS,CIGNA,InsurancePlan
RADJ:106566,RADJ,106566,UNITED PPO,PPO,UNITED,InsurancePlan
PMR:106567,PMR,106567,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADX:106575,RADX,106575,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
IAI:106584,IAI,106584,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADA:106585,RADA,106585,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADC:106588,RADC,106588,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
NRA:106596,NRA,106596,MOLINA MCRASSIGN,MCRASSIGN,MOLINA,InsurancePlan
RADR:106604,RADR,106604,MOLINA MCDASSIGN,MCDASSIGN,MOLINA,InsurancePlan
CRC:106610,CRC,106610,AETNA PPO,PPO,AETNA,InsurancePlan
RADS:106614,RADS,106614,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADS2:106621,RADS2,106621,BCBS TPA,TPA,BCBS,InsurancePlan
RADY:106624,RADY,106624,AETNA TPA,TPA,AETNA,InsurancePlan
RADJ:106632,RADJ,106632,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADS2:106641,RADS2,106641,AETNA TPA,TPA,AETNA,InsurancePlan
MRB:106644,MRB,106644,AETNA TPA,TPA,AETNA,InsurancePlan
RASFA:106653,RASFA,106653,UNITED TPA,TPA,UNITED,InsurancePlan
CIRPA:106658,CIRPA,106658,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RADA:106660,RADA,106660,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
ACR:106662,ACR,106662,UNITED HDHP,HDHP,UNITED,InsurancePlan
NRA:106665,NRA,106665,OSCAR EPO,EPO,OSCAR,InsurancePlan
RADH:106670,RADH,106670,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RADU:106675,RADU,106675,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADZ:106676,RADZ,106676,BCBS POS,POS,BCBS,InsurancePlan
RADO:106680,RADO,106680,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
GRH:106681,GRH,106681,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
MRB:106685,MRB,106685,BCBS PPO,PPO,BCBS,InsurancePlan
RADM:106691,RADM,106691,CIGNA TPA,TPA,CIGNA,InsurancePlan
MRB:106696,MRB,106696,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADL:106701,RADL,106701,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADT:106710,RADT,106710,BCBS COMM,COMM,BCBS,InsurancePlan
RADC:106718,RADC,106718,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADM:106721,RADM,106721,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
RADB:106722,RADB,106722,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADG:106731,RADG,106731,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADC:106737,RADC,106737,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADC:106740,RADC,106740,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADL:106749,RADL,106749,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADC:106757,RADC,106757,OSCAR HMO,HMO,OSCAR,InsurancePlan
RADH:106762,RADH,106762,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
TRI:106769,TRI,106769,CIGNA TPA,TPA,CIGNA,InsurancePlan
NRA:106772,NRA,106772,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RASFA:106779,RASFA,106779,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
NRA:106783,NRA,106783,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADG:106789,RADG,106789,BCBS HMO,HMO,BCBS,InsurancePlan
RADZ:106791,RADZ,106791,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
PMR:106793,PMR,106793,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
RADN:106800,RADN,106800,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
PMR:106805,PMR,106805,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
CIRPA:106808,CIRPA,106808,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
ACRB:106816,ACRB,106816,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
PMR:106824,PMR,106824,BCBS POS,POS,BCBS,InsurancePlan
ESR:106829,ESR,106829,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
SAPA:106832,SAPA,106832,BCBS POS,POS,BCBS,InsurancePlan
RADH:106838,RADH,106838,AETNA TPA,TPA,AETNA,InsurancePlan
PMR:106847,PMR,106847,BCBS POS,POS,BCBS,InsurancePlan
RADX:106848,RADX,106848,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADF:106849,RADF,106849,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADA:106858,RADA,106858,BCBS HDHP,HDHP,BCBS,InsurancePlan
PMR:106863,PMR,106863,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
ESR:106870,ESR,106870,CIGNA COMM,COMM,CIGNA,InsurancePlan
RASFA:106878,RASFA,106878,BCBS PPO,PPO,BCBS,InsurancePlan
RADX:106885,RADX,106885,UNITED TPA,TPA,UNITED,InsurancePlan
RADR:106890,RADR,106890,AETNA TPA,TPA,AETNA,InsurancePlan
RADQ:106892,RADQ,106892,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADC:106897,RADC,106897,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADO:106906,RADO,106906,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADE:106913,RADE,106913,WELLCARE EPO,EPO,WELLCARE,InsurancePlan
RADZ:106919,RADZ,106919,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADE:106923,RADE,106923,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
GSIA:106928,GSIA,106928,COVENTRY EPO,EPO,COVENTRY,InsurancePlan
NRAA:106930,NRAA,106930,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADR:106938,RADR,106938,COVENTRY HDHP,HDHP,COVENTRY,InsurancePlan
RADP:106945,RADP,106945,AETNA POS,POS,AETNA,InsurancePlan
RASFA:106954,RASFA,106954,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
WRAD:106961,WRAD,106961,MEDICAID HDHP,HDHP,MEDICAID,InsurancePlan
ESR:106967,ESR,106967,BCBS POS,POS,BCBS,InsurancePlan
CIRPA:106970,CIRPA,106970,UNITED PPO,PPO,UNITED,InsurancePlan
IAI:106971,IAI,106971,BCBS TPA,TPA,BCBS,InsurancePlan
RADB:106972,RADB,106972,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
NRA:106974,NRA,106974,CIGNA TPA,TPA,CIGNA,InsurancePlan
IAI:106976,IAI,106976,BCBS COMM,COMM,BCBS,InsurancePlan
ESR:106978,ESR,106978,BCBS TPA,TPA,BCBS,InsurancePlan
PXP:106985,PXP,106985,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADZ:106990,RADZ,106990,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADS2:106997,RADS2,106997,UNITED POS,POS,UNITED,InsurancePlan
RADS:107000,RADS,107000,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
RADE:107007,RADE,107007,TRICARE COMM,COMM,TRICARE,InsurancePlan
RADD:107008,RADD,107008,MEDICARE POS,POS,MEDICARE,InsurancePlan
PXP:107012,PXP,107012,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
TRI:107013,TRI,107013,BCBS HDHP,HDHP,BCBS,InsurancePlan
NRA:107016,NRA,107016,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADY:107023,RADY,107023,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADZ:107030,RADZ,107030,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
WRAD:107031,WRAD,107031,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
NRAA:107033,NRAA,107033,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
GRH:107034,GRH,107034,TRICARE INDEMNITY,INDEMNITY,TRICARE,InsurancePlan
RADN:107042,RADN,107042,AMBETTER MCDASSIGN,MCDASSIGN,AMBETTER,InsurancePlan
WRAD:107051,WRAD,107051,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADQ:107053,RADQ,107053,CENTENE EPO,EPO,CENTENE,InsurancePlan
RADD:107062,RADD,107062,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADS2:107070,RADS2,107070,WELLCARE POS,POS,WELLCARE,InsurancePlan
RADX:107076,RADX,107076,HUMANA POS,POS,HUMANA,InsurancePlan
RADS2:107084,RADS2,107084,AETNA EPO,EPO,AETNA,InsurancePlan
RADA:107092,RADA,107092,CIGNA COMM,COMM,CIGNA,InsurancePlan
CRC:107096,CRC,107096,UNITED HMO,HMO,UNITED,InsurancePlan
RADG:107099,RADG,107099,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
RADQ:107100,RADQ,107100,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADM:107101,RADM,107101,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADB:107105,RADB,107105,MEDICAID MCDASSIGN,MCDASSIGN,MEDICAID,InsurancePlan
NRAA:107113,NRAA,107113,OSCAR MCRASSIGN,MCRASSIGN,OSCAR,InsurancePlan
RADI2:107119,RADI2,107119,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
IAI:107123,IAI,107123,BCBS COMM,COMM,BCBS,InsurancePlan
RADK:107128,RADK,107128,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADC:107131,RADC,107131,BCBS TPA,TPA,BCBS,InsurancePlan
NRA:107137,NRA,107137,WELLCARE HMO,HMO,WELLCARE,InsurancePlan
RADS:107141,RADS,107141,UNITED PPO,PPO,UNITED,InsurancePlan
WRAD:107148,WRAD,107148,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADP:107157,RADP,107157,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
SMED:107164,SMED,107164,HUMANA POS,POS,HUMANA,InsurancePlan
RADX:107167,RADX,107167,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADI:107174,RADI,107174,UNITED HDHP,HDHP,UNITED,InsurancePlan
IAI:107175,IAI,107175,BCBS POS,POS,BCBS,InsurancePlan
RADI:107176,RADI,107176,COMMERCIAL POS,POS,COMMERCIAL,InsurancePlan
RADI:107181,RADI,107181,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADI2:107188,RADI2,107188,BRIGHT HEALTH PPO,PPO,BRIGHT HEALTH,InsurancePlan
RADY:107193,RADY,107193,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADK:107197,RADK,107197,MOLINA INDEMNITY,INDEMNITY,MOLINA,InsurancePlan
RADK:107204,RADK,107204,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
RADC:107205,RADC,107205,CIGNA POS,POS,CIGNA,InsurancePlan
RADB:107212,RADB,107212,MEDICARE POS,POS,MEDICARE,InsurancePlan
GRH:107214,GRH,107214,UNITED TPA,TPA,UNITED,InsurancePlan
RADS:107221,RADS,107221,BCBS HDHP,HDHP,BCBS,InsurancePlan
CRC:107222,CRC,107222,UNITED POS,POS,UNITED,InsurancePlan
NRA:107224,NRA,107224,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADA:107226,RADA,107226,BCBS EPO,EPO,BCBS,InsurancePlan
RADM:107231,RADM,107231,UNITED HDHP,HDHP,UNITED,InsurancePlan
SAPA:107238,SAPA,107238,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADE:107247,RADE,107247,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADE:107254,RADE,107254,AETNA TPA,TPA,AETNA,InsurancePlan
RADL:107260,RADL,107260,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADS2:107269,RADS2,107269,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
GRH:107274,GRH,107274,CIGNA HMO,HMO,CIGNA,InsurancePlan
ACRB:107281,ACRB,107281,BCBS POS,POS,BCBS,InsurancePlan
RADS:107290,RADS,107290,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
ESR:107295,ESR,107295,UNITED EPO,EPO,UNITED,InsurancePlan
IAI:107300,IAI,107300,BCBS HDHP,HDHP,BCBS,InsurancePlan
GSIA:107307,GSIA,107307,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
IAI:107314,IAI,107314,AETNA TPA,TPA,AETNA,InsurancePlan
NRA:107321,NRA,107321,COMMERCIAL HMO,HMO,COMMERCIAL,InsurancePlan
PXP:107327,PXP,107327,BCBS TPA,TPA,BCBS,InsurancePlan
NRA:107333,NRA,107333,WELLCARE HMO,HMO,WELLCARE,InsurancePlan
RADR:107340,RADR,107340,CENTENE HMO,HMO,CENTENE,InsurancePlan
RADC:107343,RADC,107343,CIGNA PPO,PPO,CIGNA,InsurancePlan
TRI:107347,TRI,107347,CIGNA INDEMNITY,INDEMNITY,CIGNA,InsurancePlan
RADC:107356,RADC,107356,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADS2:107358,RADS2,107358,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
RADI:107362,RADI,107362,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADT:107368,RADT,107368,MEDICARE MCDASSIGN,MCDASSIGN,MEDICARE,InsurancePlan
RADQ:107377,RADQ,107377,MEDICAID HMO,HMO,MEDICAID,InsurancePlan
RADM:107385,RADM,107385,UNITED PPO,PPO,UNITED,InsurancePlan
RADB:107388,RADB,107388,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RASFA:107395,RASFA,107395,BCBS EPO,EPO,BCBS,InsurancePlan
NRA:107398,NRA,107398,BCBS TPA,TPA,BCBS,InsurancePlan
RADK:107402,RADK,107402,HUMANA TPA,TPA,HUMANA,InsurancePlan
NRA:107411,NRA,107411,BCBS HMO,HMO,BCBS,InsurancePlan
RADQ:107419,RADQ,107419,UNITED COMM,COMM,UNITED,InsurancePlan
RADZ:107421,RADZ,107421,HUMANA MCRASSIGN,MCRASSIGN,HUMANA,InsurancePlan
IAI:107429,IAI,107429,BRIGHT HEALTH TPA,TPA,BRIGHT HEALTH,InsurancePlan
RADP:107432,RADP,107432,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
NRA:107435,NRA,107435,CIGNA EPO,EPO,CIGNA,InsurancePlan
RADB:107441,RADB,107441,BCBS EPO,EPO,BCBS,InsurancePlan
RADR:107444,RADR,107444,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
RADH:107452,RADH,107452,BRIGHT HEALTH POS,POS,BRIGHT HEALTH,InsurancePlan
GSIA:107454,GSIA,107454,OSCAR EPO,EPO,OSCAR,InsurancePlan
RADH:107461,RADH,107461,HUMANA HMO,HMO,HUMANA,InsurancePlan
CIRPA:107466,CIRPA,107466,TRICARE COMM,COMM,TRICARE,InsurancePlan
RADE:107473,RADE,107473,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
ACR:107478,ACR,107478,BCBS EPO,EPO,BCBS,InsurancePlan
RADK:107487,RADK,107487,UNITED PPO,PPO,UNITED,InsurancePlan
RADA:107488,RADA,107488,CENTENE EPO,EPO,CENTENE,InsurancePlan
SMED:107497,SMED,107497,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADI:107503,RADI,107503,MEDICARE POS,POS,MEDICARE,InsurancePlan
RADO:107512,RADO,107512,AETNA TPA,TPA,AETNA,InsurancePlan
RADO:107521,RADO,107521,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADE:107528,RADE,107528,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADS2:107533,RADS2,107533,AETNA PPO,PPO,AETNA,InsurancePlan
RADU:107535,RADU,107535,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADQ:107541,RADQ,107541,CIGNA EPO,EPO,CIGNA,InsurancePlan
WRAD:107548,WRAD,107548,CIGNA POS,POS,CIGNA,InsurancePlan
ACR:107554,ACR,107554,UNITED HDHP,HDHP,UNITED,InsurancePlan
RADT:107556,RADT,107556,MEDICARE POS,POS,MEDICARE,InsurancePlan
GRH:107562,GRH,107562,AETNA PPO,PPO,AETNA,InsurancePlan
RADO:107569,RADO,107569,HUMANA HMO,HMO,HUMANA,InsurancePlan
RADL:107573,RADL,107573,CIGNA POS,POS,CIGNA,InsurancePlan
RADL:107582,RADL,107582,CIGNA HMO,HMO,CIGNA,InsurancePlan
CIRPA:107591,CIRPA,107591,BCBS PPO,PPO,BCBS,InsurancePlan
RADH:107599,RADH,107599,BCBS COMM,COMM,BCBS,InsurancePlan
RADS:107608,RADS,107608,BCBS TPA,TPA,BCBS,InsurancePlan
IAI:107613,IAI,107613,CENTENE EPO,EPO,CENTENE,InsurancePlan
RADR:107619,RADR,107619,AETNA POS,POS,AETNA,InsurancePlan
RADR:107628,RADR,107628,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
RADK:107635,RADK,107635,AETNA EPO,EPO,AETNA,InsurancePlan
RADT:107636,RADT,107636,MAGELLAN PPO,PPO,MAGELLAN,InsurancePlan
PMR:107640,PMR,107640,BCBS HDHP,HDHP,BCBS,InsurancePlan
NRAA:107645,NRAA,107645,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
PMR:107649,PMR,107649,CIGNA COMM,COMM,CIGNA,InsurancePlan
NRAA:107651,NRAA,107651,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
ESR:107659,ESR,107659,BCBS TPA,TPA,BCBS,InsurancePlan
RADK:107664,RADK,107664,BCBS TPA,TPA,BCBS,InsurancePlan
SAPA:107671,SAPA,107671,CIGNA MCRASSIGN,MCRASSIGN,CIGNA,InsurancePlan
ESR:107672,ESR,107672,COMMERCIAL MCDASSIGN,MCDASSIGN,COMMERCIAL,InsurancePlan
RADR:107681,RADR,107681,OSCAR TPA,TPA,OSCAR,InsurancePlan
RADS2:107687,RADS2,107687,BCBS TPA,TPA,BCBS,InsurancePlan
RADN:107694,RADN,107694,UNITED EPO,EPO,UNITED,InsurancePlan
NRAA:107698,NRAA,107698,BRIGHT HEALTH INDEMNITY,INDEMNITY,BRIGHT HEALTH,InsurancePlan
RADQ:107705,RADQ,107705,CIGNA PPO,PPO,CIGNA,InsurancePlan
RADI:107713,RADI,107713,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADL:107722,RADL,107722,UNITED EPO,EPO,UNITED,InsurancePlan
RADD:107723,RADD,107723,CIGNA HMO,HMO,CIGNA,InsurancePlan
RADC:107728,RADC,107728,BCBS HMO,HMO,BCBS,InsurancePlan
WRAD:107730,WRAD,107730,MOLINA COMM,COMM,MOLINA,InsurancePlan
RADJ:107734,RADJ,107734,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADS2:107743,RADS2,107743,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
RADS:107744,RADS,107744,UNITED TPA,TPA,UNITED,InsurancePlan
RADG:107752,RADG,107752,BCBS HDHP,HDHP,BCBS,InsurancePlan
MRB:107753,MRB,107753,MEDICARE EPO,EPO,MEDICARE,InsurancePlan
WRAD:107755,WRAD,107755,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADK:107760,RADK,107760,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADH:107765,RADH,107765,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
MRB:107769,MRB,107769,TRICARE HDHP,HDHP,TRICARE,InsurancePlan
RASFA:107772,RASFA,107772,AETNA HMO,HMO,AETNA,InsurancePlan
RADU:107775,RADU,107775,UNITED PPO,PPO,UNITED,InsurancePlan
RADR:107779,RADR,107779,COMMERCIAL INDEMNITY,INDEMNITY,COMMERCIAL,InsurancePlan
RADK:107782,RADK,107782,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADA:107783,RADA,107783,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADY:107792,RADY,107792,BCBS POS,POS,BCBS,InsurancePlan
RADH:107800,RADH,107800,HUMANA TPA,TPA,HUMANA,InsurancePlan
RADK:107808,RADK,107808,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADF:107809,RADF,107809,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
GSIA:107815,GSIA,107815,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
RADN:107818,RADN,107818,AETNA COMM,COMM,AETNA,InsurancePlan
WRAD:107822,WRAD,107822,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADB:107824,RADB,107824,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
